Symbol,FiscalYearEnd,sales,net_profit,eps,equity_capital,reserves,borrowings,roce_pct,roe_pct,debt_to_equity
RELIANCE,Mar 2015,374372.0,23640.0,17.07,2943.0,215556.0,168251.0,9.0,10.82,0.77
RELIANCE,Mar 2016,272583.0,29861.0,21.51,2948.0,228608.0,194714.0,10.0,12.9,0.841
RELIANCE,Mar 2017,303954.0,29833.0,21.55,2959.0,260750.0,217475.0,10.0,11.31,0.825
RELIANCE,Mar 2018,390823.0,36080.0,26.69,5922.0,287584.0,239843.0,11.0,12.29,0.817
RELIANCE,Mar 2019,568337.0,39837.0,29.28,5926.0,381186.0,307714.0,12.0,10.29,0.795
RELIANCE,Mar 2020,596679.0,39880.0,29.1,6339.0,442827.0,355133.0,11.0,8.88,0.791
RELIANCE,Mar 2021,466307.0,53739.0,38.75,6445.0,693727.0,278962.0,8.0,7.68,0.398
RELIANCE,Mar 2022,694673.0,67845.0,44.87,6765.0,772720.0,319158.0,8.0,8.7,0.409
RELIANCE,Mar 2023,876396.0,74088.0,49.29,6766.0,709106.0,451664.0,9.0,10.35,0.631
RELIANCE,Mar 2024,899041.0,79020.0,51.45,6766.0,786715.0,350719.0,10.0,9.96,0.442
RELIANCE,Mar 2025,962820.0,81309.0,51.47,13532.0,829668.0,374313.0,10.0,9.64,0.444
RELIANCE,Mar 2026,1055780.0,95754.0,59.69,13532.0,890498.0,402962.0,10.0,10.59,0.446
SBIN,Mar 2015,,17832.0,22.76,747.0,160641.0,,,11.05,
SBIN,Mar 2016,,13019.0,15.75,776.0,179816.0,,,7.21,
SBIN,Mar 2017,,-97.0,0.3,797.0,216395.0,,,-0.04,
SBIN,Mar 2018,,-3749.0,-5.11,892.0,229429.0,,,-1.63,
SBIN,Mar 2019,,3351.0,2.58,892.0,233603.0,,,1.43,
SBIN,Mar 2020,,21140.0,22.15,892.0,250168.0,,,8.42,
SBIN,Mar 2021,,23888.0,25.11,892.0,274669.0,,,8.67,
SBIN,Mar 2022,,37183.0,39.64,892.0,304696.0,,,12.17,
SBIN,Mar 2023,,57750.0,62.35,892.0,358039.0,,,16.09,
SBIN,Mar 2024,,69543.0,75.17,892.0,414047.0,,,16.76,
SBIN,Mar 2025,,80523.0,86.91,892.0,486144.0,,,16.53,
SBIN,Mar 2026,,86666.0,90.24,923.0,595208.0,,,14.54,
SHREECEM,Jun 2015,6259.0,426.0,122.37,35.0,5241.0,917.0,9.0,8.07,0.174
SHREECEM,Mar 2017,8594.0,1339.0,384.38,35.0,7663.0,1293.0,20.0,17.39,0.168
SHREECEM,Mar 2018,9833.0,1384.0,397.32,35.0,8862.0,3403.0,18.0,15.56,0.382
SHREECEM,Mar 2019,12555.0,1015.0,288.86,35.0,9636.0,2803.0,13.0,10.5,0.29
SHREECEM,Mar 2020,12868.0,1544.0,425.67,36.0,13133.0,3146.0,15.0,11.72,0.239
SHREECEM,Mar 2021,13560.0,2290.0,633.54,36.0,15361.0,2230.0,19.0,14.87,0.145
SHREECEM,Mar 2022,15010.0,2337.0,646.31,36.0,17424.0,2129.0,17.0,13.38,0.122
SHREECEM,Mar 2023,17852.0,1269.0,352.18,36.0,18600.0,2725.0,9.0,6.81,0.146
SHREECEM,Mar 2024,20404.0,2396.0,663.98,36.0,20667.0,1656.0,15.0,11.57,0.08
SHREECEM,Mar 2025,19283.0,1124.0,311.18,36.0,21502.0,1046.0,7.0,5.22,0.049
SHREECEM,Mar 2026,20943.0,1749.0,483.24,36.0,23231.0,1868.0,10.0,7.52,0.08
SUNPHARMA,Mar 2015,27392.0,5476.0,21.92,207.0,25431.0,8996.0,23.0,21.36,0.351
SUNPHARMA,Mar 2016,28487.0,5658.0,18.89,241.0,32742.0,8497.0,18.0,17.15,0.258
SUNPHARMA,Mar 2017,31578.0,7846.0,29.03,240.0,36400.0,9832.0,20.0,21.41,0.268
SUNPHARMA,Mar 2018,26489.0,2542.0,8.73,240.0,38074.0,10385.0,10.0,6.63,0.271
SUNPHARMA,Mar 2019,29066.0,3208.0,11.11,240.0,41169.0,10514.0,10.0,7.75,0.254
SUNPHARMA,Mar 2020,32838.0,4172.0,15.69,240.0,45025.0,8315.0,10.0,9.22,0.184
SUNPHARMA,Mar 2021,33498.0,2272.0,12.1,240.0,46223.0,3869.0,13.0,4.89,0.083
SUNPHARMA,Mar 2022,38654.0,3389.0,13.64,240.0,47771.0,1290.0,17.0,7.06,0.027
SUNPHARMA,Mar 2023,43886.0,8513.0,35.32,240.0,55755.0,6886.0,16.0,15.2,0.123
SUNPHARMA,Mar 2024,48497.0,9610.0,39.91,240.0,63427.0,3274.0,17.0,15.09,0.051
SUNPHARMA,Mar 2025,52578.0,10965.0,45.55,240.0,71978.0,2362.0,20.0,15.18,0.033
SUNPHARMA,Mar 2026,58462.0,11509.0,47.84,240.0,83330.0,4627.0,21.0,13.77,0.055
TATAMOTORS,Mar 2015,263159.0,14073.0,48.44,644.0,55618.0,73610.0,21.0,25.01,1.308
TATAMOTORS,Mar 2016,273046.0,11678.0,40.11,679.0,78273.0,69360.0,15.0,14.79,0.879
TATAMOTORS,Mar 2017,269693.0,7557.0,25.82,679.0,57383.0,78604.0,9.0,13.02,1.354
TATAMOTORS,Mar 2018,291550.0,9091.0,31.13,679.0,94749.0,88950.0,9.0,9.53,0.932
TATAMOTORS,Mar 2019,301938.0,-28724.0,-99.84,679.0,59500.0,106175.0,2.0,-47.73,1.764
TATAMOTORS,Mar 2020,261068.0,-11975.0,-39.08,720.0,62359.0,124788.0,-0.0,-18.98,1.978
TATAMOTORS,Mar 2021,249795.0,-13395.0,-40.51,766.0,54481.0,142131.0,6.0,-24.25,2.573
TATAMOTORS,Mar 2022,278454.0,-11309.0,-34.45,766.0,43795.0,146449.0,1.0,-25.38,3.286
TATAMOTORS,Mar 2023,345967.0,2690.0,7.27,766.0,44556.0,134113.0,6.0,5.94,2.959
TATAMOTORS,Mar 2024,434016.0,31807.0,94.47,767.0,84151.0,107264.0,19.0,37.46,1.263
TATAMOTORS,Mar 2025,366094.0,28149.0,75.6,736.0,115408.0,71540.0,16.0,24.24,0.616
TATAMOTORS,Mar 2026,335582.0,82645.0,223.74,737.0,111331.0,79109.0,3.0,73.75,0.706
TATASTEEL,Mar 2015,139504.0,-3939.0,-3.48,971.0,30378.0,80701.0,1.0,-12.56,2.574
TATASTEEL,Mar 2016,101965.0,-497.0,-0.34,970.0,42762.0,81987.0,1.0,-1.14,1.875
TATASTEEL,Mar 2017,112299.0,-4169.0,-3.76,970.0,36849.0,83014.0,6.0,-11.02,2.195
TATASTEEL,Mar 2018,123249.0,17743.0,11.93,1145.0,59726.0,92147.0,12.0,29.15,1.514
TATASTEEL,Mar 2019,157669.0,9122.0,9.07,1145.0,67780.0,100816.0,14.0,13.23,1.463
TATASTEEL,Mar 2020,139817.0,1174.0,1.38,1145.0,72431.0,116328.0,6.0,1.6,1.581
TATASTEEL,Mar 2021,156477.0,8190.0,6.26,1198.0,73041.0,88501.0,12.0,11.03,1.192
TATASTEEL,Mar 2022,243959.0,41749.0,32.88,1221.0,113222.0,75561.0,31.0,36.48,0.66
TATASTEEL,Mar 2023,243353.0,8075.0,7.17,1221.0,101861.0,84893.0,13.0,7.83,0.824
TATASTEEL,Mar 2024,229171.0,-4910.0,-3.55,1247.0,90788.0,87082.0,7.0,-5.33,0.946
TATASTEEL,Mar 2025,218543.0,3174.0,2.74,1247.0,89922.0,94801.0,9.0,3.48,1.04
TATASTEEL,Mar 2026,232140.0,10886.0,8.65,1247.0,100920.0,92382.0,13.0,10.66,0.904
TCS,Mar 2015,94648.0,20060.0,50.68,196.0,50439.0,358.0,50.0,39.62,0.007
TCS,Mar 2016,108646.0,24338.0,61.58,197.0,70875.0,245.0,51.0,34.24,0.003
TCS,Mar 2017,117966.0,26357.0,66.71,197.0,86017.0,289.0,44.0,30.57,0.003
TCS,Mar 2018,123104.0,25880.0,67.46,191.0,84937.0,247.0,39.0,30.4,0.003
TCS,Mar 2019,146463.0,31562.0,83.87,375.0,89071.0,62.0,47.0,35.29,0.001
TCS,Mar 2020,156949.0,32447.0,86.19,375.0,83751.0,8174.0,47.0,38.57,0.097
TCS,Mar 2021,164177.0,32562.0,87.67,370.0,86063.0,7795.0,49.0,37.67,0.09
TCS,Mar 2022,191754.0,38449.0,104.75,366.0,88773.0,7818.0,54.0,43.13,0.088
TCS,Mar 2023,225458.0,42303.0,115.19,366.0,90058.0,7688.0,59.0,46.78,0.085
TCS,Mar 2024,240893.0,46099.0,126.88,362.0,90127.0,8021.0,64.0,50.94,0.089
TCS,Mar 2025,255324.0,48797.0,134.2,362.0,94394.0,9392.0,65.0,51.5,0.099
TCS,Mar 2026,267021.0,49454.0,136.01,362.0,106878.0,11283.0,63.0,46.12,0.105
TECHM,Mar 2015,22621.0,2659.0,27.35,480.0,11768.0,700.0,32.0,21.71,0.057
TECHM,Mar 2016,26494.0,3027.0,30.92,436.0,14155.0,1091.0,27.0,20.75,0.075
TECHM,Mar 2017,29141.0,2851.0,28.88,439.0,15998.0,1366.0,23.0,17.35,0.083
TECHM,Mar 2018,30773.0,3786.0,38.78,442.0,18401.0,2397.0,24.0,20.09,0.127
TECHM,Mar 2019,34742.0,4289.0,43.7,444.0,19841.0,1996.0,25.0,21.14,0.098
TECHM,Mar 2020,36868.0,3897.0,41.76,436.0,21377.0,3670.0,22.0,17.87,0.168
TECHM,Mar 2021,37855.0,4353.0,45.73,437.0,24428.0,2901.0,23.0,17.51,0.117
TECHM,Mar 2022,44646.0,5630.0,57.27,439.0,26447.0,2618.0,26.0,20.94,0.097
TECHM,Mar 2023,53290.0,4857.0,49.6,440.0,27484.0,2740.0,22.0,17.39,0.098
TECHM,Mar 2024,51996.0,2397.0,24.14,441.0,26228.0,2537.0,12.0,8.99,0.095
TECHM,Mar 2025,52988.0,4253.0,43.43,442.0,26919.0,2025.0,19.0,15.54,0.074
TECHM,Mar 2026,56815.0,4806.0,49.1,443.0,29173.0,2186.0,23.0,16.23,0.074
TITAN,Mar 2015,11913.0,816.0,9.19,89.0,2995.0,100.0,35.0,26.46,0.032
TITAN,Mar 2016,11276.0,675.0,7.6,89.0,3418.0,113.0,27.0,19.25,0.032
TITAN,Mar 2017,13261.0,697.0,8.01,89.0,4144.0,1882.0,23.0,16.47,0.445
TITAN,Mar 2018,16120.0,1102.0,12.73,89.0,5001.0,1691.0,25.0,21.65,0.332
TITAN,Mar 2019,19779.0,1389.0,15.82,89.0,5981.0,2393.0,26.0,22.88,0.394
TITAN,Mar 2020,21052.0,1493.0,16.91,89.0,6580.0,3562.0,24.0,22.39,0.534
TITAN,Mar 2021,21644.0,974.0,10.96,89.0,7408.0,5638.0,13.0,12.99,0.752
TITAN,Mar 2022,28799.0,2198.0,24.48,89.0,9214.0,7275.0,21.0,23.63,0.782
TITAN,Mar 2023,40575.0,3274.0,36.61,89.0,11762.0,9367.0,25.0,27.63,0.79
TITAN,Mar 2024,51084.0,3496.0,39.38,89.0,9304.0,15528.0,23.0,37.22,1.653
TITAN,Mar 2025,60456.0,3337.0,37.59,89.0,11535.0,20777.0,19.0,28.71,1.787
TITAN,Mar 2026,87584.0,5073.0,57.14,89.0,15614.0,30621.0,21.0,32.31,1.95
ULTRACEMCO,Mar 2015,23306.0,2102.0,76.47,274.0,18767.0,9829.0,12.0,11.04,0.516
ULTRACEMCO,Mar 2016,25153.0,2480.0,90.3,274.0,21671.0,10616.0,13.0,11.3,0.484
ULTRACEMCO,Mar 2017,25375.0,2714.0,98.9,275.0,24117.0,8474.0,14.0,11.13,0.347
ULTRACEMCO,Mar 2018,30979.0,2224.0,80.92,275.0,26107.0,19480.0,12.0,8.43,0.738
ULTRACEMCO,Mar 2019,41462.0,2400.0,87.51,275.0,33476.0,25337.0,10.0,7.11,0.751
ULTRACEMCO,Mar 2020,42430.0,5751.0,199.4,289.0,38755.0,23019.0,12.0,14.73,0.59
ULTRACEMCO,Mar 2021,44726.0,5462.0,189.26,289.0,43886.0,21719.0,15.0,12.36,0.492
ULTRACEMCO,Mar 2022,52599.0,7334.0,254.42,289.0,50147.0,11299.0,14.0,14.54,0.224
ULTRACEMCO,Mar 2023,63240.0,5073.0,175.41,289.0,54036.0,11058.0,13.0,9.34,0.204
ULTRACEMCO,Mar 2024,70908.0,7004.0,242.65,289.0,59939.0,11403.0,15.0,11.63,0.189
ULTRACEMCO,Mar 2025,75955.0,6040.0,204.94,295.0,70412.0,24102.0,11.0,8.54,0.341
ULTRACEMCO,Mar 2026,88512.0,8188.0,277.1,295.0,76329.0,23755.0,13.0,10.69,0.31
UPL,Mar 2015,12091.0,1187.0,15.82,86.0,5775.0,3281.0,21.0,20.25,0.56
UPL,Mar 2016,14048.0,952.0,13.0,86.0,5803.0,5258.0,19.0,16.17,0.893
UPL,Mar 2017,16312.0,1733.0,20.18,101.0,7214.0,6443.0,22.0,23.69,0.881
UPL,Mar 2018,17378.0,2030.0,23.57,102.0,9067.0,6638.0,21.0,22.14,0.724
UPL,Mar 2019,21837.0,1575.0,17.35,102.0,14613.0,29139.0,10.0,10.7,1.98
UPL,Mar 2020,35756.0,2178.0,20.66,153.0,19129.0,29388.0,10.0,11.3,1.524
UPL,Mar 2021,38694.0,3495.0,33.4,153.0,20734.0,24519.0,13.0,16.73,1.174
UPL,Mar 2022,46240.0,4437.0,42.18,153.0,24508.0,26746.0,14.0,17.99,1.085
UPL,Mar 2023,53576.0,4414.0,42.28,150.0,26708.0,23939.0,14.0,16.43,0.891
UPL,Mar 2024,43098.0,-1878.0,-14.21,150.0,24657.0,29754.0,3.0,-7.57,1.199
UPL,Mar 2025,46637.0,820.0,10.62,159.0,29054.0,25099.0,8.0,2.81,0.859
UPL,Mar 2026,51839.0,2220.0,22.78,169.0,34527.0,23576.0,10.0,6.4,0.68
VEDL,Mar 2015,73710.0,-11369.0,-52.77,296.0,53579.0,77752.0,9.0,-21.1,1.443
VEDL,Mar 2016,64262.0,-17862.0,-41.39,296.0,43743.0,67778.0,-14.0,-40.56,1.539
VEDL,Mar 2017,72225.0,11316.0,23.47,297.0,60128.0,71569.0,11.0,18.73,1.184
VEDL,Mar 2018,91866.0,13692.0,27.82,372.0,62940.0,58159.0,15.0,21.63,0.919
VEDL,Mar 2019,92048.0,9698.0,19.01,372.0,61925.0,66226.0,14.0,15.57,1.063
VEDL,Mar 2020,84447.0,-4744.0,-17.93,372.0,54263.0,59187.0,10.0,-8.68,1.083
VEDL,Mar 2021,88021.0,15032.0,31.21,372.0,61906.0,57669.0,17.0,24.14,0.926
VEDL,Mar 2022,132732.0,23710.0,50.58,372.0,65011.0,53583.0,28.0,36.26,0.82
VEDL,Mar 2023,147308.0,14503.0,28.45,372.0,39051.0,80329.0,20.0,36.79,2.038
VEDL,Mar 2024,143727.0,7539.0,11.4,372.0,30350.0,87706.0,21.0,24.54,2.855
VEDL,Mar 2025,62717.0,20535.0,38.33,391.0,40821.0,91479.0,12.0,49.83,2.22
VEDL,Mar 2026,78437.0,25096.0,44.47,391.0,49261.0,32947.0,16.0,50.54,0.664
WIPRO,Mar 2015,46951.0,8714.0,6.58,494.0,36598.0,7891.0,27.0,23.49,0.213
WIPRO,Mar 2016,51244.0,8957.0,6.76,494.0,45651.0,12522.0,23.0,19.41,0.271
WIPRO,Mar 2017,55448.0,8518.0,6.55,486.0,51184.0,14241.0,19.0,16.49,0.276
WIPRO,Mar 2018,54487.0,8003.0,6.63,905.0,47022.0,13901.0,17.0,16.7,0.29
WIPRO,Mar 2019,59019.0,9018.0,7.46,1207.0,55216.0,9947.0,19.0,15.98,0.176
WIPRO,Mar 2020,61138.0,9772.0,8.51,1143.0,54179.0,9724.0,20.0,17.66,0.176
WIPRO,Mar 2021,61935.0,10868.0,9.85,1096.0,53805.0,10451.0,22.0,19.8,0.19
WIPRO,Mar 2022,79312.0,12243.0,11.15,1096.0,64307.0,17593.0,21.0,18.72,0.269
WIPRO,Mar 2023,90488.0,11366.0,10.34,1098.0,76570.0,17467.0,18.0,14.63,0.225
WIPRO,Mar 2024,89760.0,11112.0,10.57,1045.0,73488.0,16465.0,17.0,14.91,0.221
WIPRO,Mar 2025,89088.0,13218.0,12.54,2094.0,80270.0,19204.0,20.0,16.05,0.233
WIPRO,Mar 2026,92624.0,13266.0,12.58,2098.0,85921.0,20291.0,18.0,15.07,0.231
ZEEL,Mar 2015,4884.0,972.0,10.18,96.0,3435.0,2021.0,27.0,27.53,0.572
ZEEL,Mar 2016,5812.0,824.0,8.57,96.0,4708.0,1716.0,26.0,17.15,0.357
ZEEL,Mar 2017,6434.0,2220.0,23.13,96.0,6594.0,2203.0,24.0,33.18,0.329
ZEEL,Mar 2018,6686.0,1478.0,15.4,96.0,7466.0,1526.0,26.0,19.55,0.202
ZEEL,Mar 2019,7934.0,1567.0,16.32,96.0,8828.0,1114.0,27.0,17.56,0.125
ZEEL,Mar 2020,8130.0,525.0,5.48,96.0,9248.0,650.0,14.0,5.62,0.07
ZEEL,Mar 2021,7730.0,793.0,8.33,96.0,9998.0,423.0,14.0,7.86,0.042
ZEEL,Mar 2022,8186.0,956.0,10.04,96.0,10767.0,76.0,16.0,8.8,0.007
ZEEL,Mar 2023,8088.0,48.0,0.5,96.0,10626.0,282.0,8.0,0.45,0.026
ZEEL,Mar 2024,8637.0,141.0,1.47,96.0,10777.0,230.0,6.0,1.3,0.021
ZEEL,Mar 2025,8294.0,680.0,7.07,96.0,11437.0,321.0,9.0,5.9,0.028
ZEEL,Mar 2026,8099.0,271.0,2.82,96.0,11634.0,265.0,3.0,2.31,0.023
